headline,source,date,url,sentiment,sentiment_score
‘The Bear’ not renewed beyond season 5,ARY News,2026-05-08T01:23:45+05:00,https://arynews.tv/the-bear-not-renewed-beyond-season-5,neutral,0.631
Blake Lively Scores “Resounding Victory” in Settlement with Justin Baldoni,ARY News,2026-05-08T01:20:12+05:00,https://arynews.tv/blake-lively-scores-resounding-victory-in-settlement-with-justin-baldoni,neutral,0.583
S&P 500 dips as chip stocks give up gains,ARY News,2026-05-08T00:46:10+05:00,https://arynews.tv/sp-500-dips-as-chip-stocks-give-up-gains,neutral,0.634
Celina Jaitly posts about ‘only son she can meet’,ARY News,2026-05-08T00:42:45+05:00,https://arynews.tv/celina-jaitly-posts-about-only-son-she-can-meet,neutral,0.882
"Trump administration is inviting CEOs from Nvidia, Apple on Trump’s China trip, report says",ARY News,2026-05-08T00:27:52+05:00,https://arynews.tv/nvidia-and-other-ceos-join-trump-in-china,neutral,0.872
"Who is Vivek Ramaswamy, 2026 Republican nominee for Ohio governor?",ARY News,2026-05-08T00:19:09+05:00,https://arynews.tv/ramaswamys-rise-in-ohio-politics-this-year,neutral,0.958
TV Legend Bradley Walsh Out of the Running for Strictly Come Dancing Host,ARY News,2026-05-08T00:16:56+05:00,https://arynews.tv/tv-legend-bradley-walsh-out-of-the-running-for-strictly-come-dancing-host,neutral,0.89
"Amazon to carry Ozempic at US kiosks, offer same-day delivery",ARY News,2026-05-08T00:09:53+05:00,https://arynews.tv/amazon-to-carry-ozempic-at-us-kiosks-offer-same-day-delivery,neutral,0.689
15-year-old girl found buried inside home in Sanghar,ARY News,2026-05-08T00:09:25+05:00,https://arynews.tv/sanghar-15-year-old-girl-case-may-08-2026,negative,0.556
US labor market stable as layoffs remain low,ARY News,2026-05-08T00:09:07+05:00,https://arynews.tv/labor-market-stability-amid-rising-job-claims,neutral,0.592
India’s Royal Enfield to invest over $232 million in new manufacturing plant,ARY News,2026-05-07T23:59:28+05:00,https://arynews.tv/royal-enfield-to-invest-over-232-million-in-new-manufacturing-plant,neutral,0.725
Watermelon death case solved,ARY News,2026-05-07T23:52:08+05:00,https://arynews.tv/watermelon-case-solved,neutral,0.656
Uzma Tahir shares honest views about Danish Taimoor,ARY News,2026-05-07T23:47:48+05:00,https://arynews.tv/uzma-tahir-shares-honest-views-about-danish-taimoor,neutral,0.875
Elden Ring continues huge 2026 run with new official release,ARY News,2026-05-07T23:32:45+05:00,https://arynews.tv/elden-ring-whats-coming-in-2026-for-fans,positive,0.759
Babar Azam to miss opening Test against Bangladesh,ARY News,2026-05-07T22:40:35+05:00,https://arynews.tv/babar-azam-to-miss-opening-test-against-bangladesh,neutral,0.562
TOWIE Star Jake Hall Passes Away at 35 After Freak Accident in Spain,ARY News,2026-05-07T22:14:01+05:00,https://arynews.tv/towie-star-jake-hall-passes-away-at-35-after-freak-accident-in-spain,neutral,0.623
Online marriage certificate service launched in Punjab,ARY News,2026-05-07T22:13:26+05:00,https://arynews.tv/online-marriage-certificate-service-launched-in-punjab,neutral,0.806
Harry Potter set beefs up security after multiple incidents,ARY News,2026-05-07T21:58:13+05:00,https://arynews.tv/harry-potter-set-security-measures-intensified-amid-theft,neutral,0.607
Mystics first-rounder Cotie McMahon injures elbow,ARY News,2026-05-07T21:27:30+05:00,https://arynews.tv/mystics-first-rounder-cotie-mcmahon-injures-elbow,neutral,0.874
Field Marshal Asim Munir to lead Marka-e-Haq anniversary ceremony at GHQ today,BOL News,"Sat, 09 May 2026 19:33:26 +0000",https://www.bolnews.com/pakistan/field-marshal-asim-munir-to-lead-marka-e-haq-anniversary-ceremony-at-ghq-today/,neutral,0.89
Dust and thunderstorms with rain forecast for different parts of Pakistan,BOL News,"Sat, 09 May 2026 18:59:03 +0000",https://www.bolnews.com/pakistan/dust-and-thunderstorms-with-rain-forecast-for-different-parts-of-pakistan/,neutral,0.816
"Good news for students: HEC approves double, joint degree system",BOL News,"Sat, 09 May 2026 17:12:30 +0000",https://www.bolnews.com/pakistan/good-news-for-students-hec-approves-double-joint-degree-system/,positive,0.945
Armed forces vow continued vigilance against all kinds of threats,BOL News,"Sat, 09 May 2026 16:30:16 +0000",https://www.bolnews.com/pakistan/armed-forces-vow-continued-vigilance-against-all-kinds-of-threats/,neutral,0.821
Shaheen Afridi becomes first Pakistani bowler to take 100 WTC wickets,BOL News,"Sat, 09 May 2026 16:25:07 +0000",https://www.bolnews.com/sports/shaheen-afridi-becomes-first-pakistani-bowler-to-take-100-wtc-wickets/,neutral,0.704
Marka-e-Haq marks a historic chapter in Pakistan’s defence narrative: PM,BOL News,"Sat, 09 May 2026 16:05:55 +0000",https://www.bolnews.com/pakistan/marka-e-haq-marks-a-historic-chapter-in-pakistans-defence-narrative-pm/,neutral,0.597
OpenAI introduces three audio models for real-time voice tasks,BOL News,"Sat, 09 May 2026 15:44:00 +0000",https://www.bolnews.com/technology/openai-introduces-three-audio-models-for-real-time-voice-tasks/,neutral,0.723
"Pakistan becomes symbol of peace, stability in region, says President",BOL News,"Sat, 09 May 2026 15:39:31 +0000",https://www.bolnews.com/pakistan/pakistan-becomes-symbol-of-peace-stability-in-region-says-president/,positive,0.646
5 simple skincare tips to protect your skin this summer,BOL News,"Sat, 09 May 2026 15:11:33 +0000",https://www.bolnews.com/lifestyle/5-simple-skincare-tips-to-protect-your-skin-this-summer/,positive,0.661
PM Shehbaz Sharif to visit China from May 23 to 25,BOL News,"Sat, 09 May 2026 15:00:47 +0000",https://www.bolnews.com/pakistan/pm-shehbaz-sharif-to-visit-china-from-may-23-to-25/,neutral,0.924
Five refreshing summer drinks you must try this season,BOL News,"Sat, 09 May 2026 14:42:36 +0000",https://www.bolnews.com/lifestyle/five-refreshing-summer-drinks-you-must-try-this-season/,positive,0.945
Punjab to announce summer break in coming days,BOL News,"Sat, 09 May 2026 14:38:44 +0000",https://www.bolnews.com/pakistan/punjab-to-announce-summer-break-in-coming-days/,neutral,0.875
Mexico to shorten school year ahead of FIFA World Cup,BOL News,"Sat, 09 May 2026 14:16:23 +0000",https://www.bolnews.com/latest-news/mexico-to-shorten-school-year-ahead-of-fifa-world-cup/,neutral,0.766
"Pakistan Hockey, the Architecture of a Resurgent Future",BOL News,"Sat, 09 May 2026 13:33:39 +0000",https://www.bolnews.com/sports/pakistan-hockey-the-architecture-of-a-resurgent-future/,neutral,0.544
Marka-e-Haq: Traffic plan announced for Islamabad and Rawalpindi for tomorrow,BOL News,"Sat, 09 May 2026 13:26:16 +0000",https://www.bolnews.com/pakistan/marka-e-haq-traffic-plan-announced-for-islamabad-and-rawalpindi-for-tomorrow/,neutral,0.934
Pakistan build solid platform at 179-1 in Mirpur Test,BOL News,"Sat, 09 May 2026 12:54:50 +0000",https://www.bolnews.com/sports/pakistan-build-solid-platform-at-179-1-in-mirpur-test/,positive,0.583
Subnautica 2 becomes crucial test for Krafton surpassing PUBG era,BOL News,"Sat, 09 May 2026 12:40:08 +0000",https://www.bolnews.com/entertainment/subnautica-2-becomes-crucial-test-for-krafton-surpassing-pubg-era/,positive,0.498
US-Iran talks likely to resume in Islamabad next week: report,BOL News,"Sat, 09 May 2026 11:55:58 +0000",https://www.bolnews.com/world/us-iran-talks-likely-to-resume-in-islamabad-next-week-report/,neutral,0.936
